,genre_ids,id,name,overview,popularity,first_air_date,vote_average,vote_count,language
3,[99],113178,Alien Worlds,"Applying the laws of life on Earth to the rest of the galaxy, this series blends science fact and fiction to imagine alien life on other planets.",9.388,2020-12-02,6.8,158,en
4,"[10765, 18]",83981,The War of the Worlds,"In Edwardian England, George and his partner Amy attempt to defy society and start a life together as they face the escalating terror of an alien invasion, fighting for their lives against an enemy beyond their comprehension.",25.733,2019-11-17,6.8,193,en
5,"[35, 18]",81532,Living with Yourself,"Burned out on life, Miles undergoes a strange procedure at a strip mall spa -- and wakes to find he's been replaced by a better version of himself.",9.421,2019-10-18,6.8,162,en
6,"[18, 10765]",64434,Second Chance,"A disgraced, 75-year-old ex-sheriff, whose life ends at the hands of corrupt cops, is brought back to life and given a second chance by a pair of young tech scientists, as a 35-year-old with unpredictable near-superhuman abilities.",13.281,2016-01-13,6.8,127,en
7,"[10762, 16, 35]",2530,Mr. Bean: The Animated Series,"The animated daily trials and tribulations of clueless yet clever loner Mr Bean (aided by his best friend Teddy of course!) as he stumbles from one mishap to the next, always finding complex solutions to the simplest of problems.",70.313,2002-01-05,6.8,281,en
8,"[10765, 9648, 18]",83135,The Twilight Zone,"Tales of science fiction, fantasy and the occult, exploring humanity's hopes, despairs, prides and prejudices in metaphoric ways. Next stop ahead The Twilight Zone.",31.921,2019-04-01,6.8,221,en
9,"[10765, 18]",9045,The Stand,"After a deadly plague kills most of the world's population, the remaining survivors split into two groups - one led by a benevolent elder and the other by a maleficent being - to face each other in a final battle between good and evil.",18.324,1994-05-08,6.8,331,en
10,[18],47141,The Bridge,A murdered body on a bridge between El Paso and Juarez bring together El Paso detective Sonya Cross and Chihuahua State Police detective Marco Ruiz.,13.846,2013-07-10,6.8,118,en
11,"[10751, 35]",60888,Young & Hungry,"Two worlds collide when Josh, a wealthy young tech entrepreneur, meets Gabi, a feisty young food blogger, looking to be his personal chef. Gabi is desperate for the job and must prove herself, mostly to Josh's aide, who prefers a famous chef for the job. When Josh enlists Gabi to prepare a romantic meal for him and his girlfriend, the dinner goes awry and Gabi finds herself in a very awkward position. With the help of her best friend Sofia and Josh's housekeeper, Gabi turns a difficult situation into an opportunity for employment and maybe even love. Gabi gets some much needed help and advice from Josh’s assistant and his housekeeper.",26.475,2014-06-25,6.8,110,en
12,"[10759, 18]",44652,Last Resort,"When the crew of the U.S. ballistic missile submarine Colorado refuse to fire nuclear weapons at Pakistan without confirmation of the orders, they are fired upon and declared rogue enemies of their own country.",14.67,2012-09-27,6.8,118,en
13,"[10762, 10751, 16]",3934,Mickey Mouse Clubhouse,"Mickey and his friends Minnie, Donald, Pluto, Daisy, Goofy, Pete, Clarabelle and more go on fun and educational adventures.",93.397,2006-05-05,6.7,232,en
14,"[18, 10768]",60972,Tyrant,"The story of an unassuming American family drawn into the workings of a turbulent Middle Eastern nation. Bassam ""Barry"" Al Fayeed, the younger son of the dictator of a war-torn nation, ends a self-imposed 20-year exile to return to his homeland, accompanied by his American wife and children, for his nephew's wedding. Barry’s reluctant homecoming leads to a dramatic clash of cultures as he is thrown back into the familial and national politics of his youth.",17.929,2014-06-24,6.7,117,en
15,"[10765, 18]",60741,Ascension,"In 1963, the U.S. government launched a covert space mission sending hundreds of men, women and children on a century-long voyage aboard the starship Ascension to populate a new world. Nearly 50 years into the journey, as they approach the point of no return, a mysterious murder of a young woman causes the ship’s population to question the true nature of their mission.",13.557,2014-12-15,6.7,213,en
16,"[18, 10765]",51704,Defiance,"In the near future, planet Earth is permanently altered following the sudden—and tumultuous—arrival of seven unique alien races. In the boom-town of Defiance, the newly-formed civilization of humans and aliens must learn to co-exist peacefully.",32.09,2013-04-15,6.7,373,en
17,"[10765, 18]",60611,Believe,Believe is about an unlikely relationship between a gifted young girl and a man sprung from prison who has been tasked with protecting her from the evil elements that hunt her power.,18.355,2014-03-10,6.7,126,en
18,"[80, 18]",45094,The Following,"Notorious serial killer Joe Carroll, after being found guilty of murdering 14 female students on the Virginia college campus where he taught literature, escapes from death row. The FBI calls former agent Ryan Hardy to consult on the case, as he was the one responsible for Carroll’s capture in 2003. Ryan, working closely with an FBI team, including Mike Weston and FBI Specialist Debra Parker, piece together the ever-growing web of murders orchestrated by the devious Carroll.",27.531,2013-01-21,6.7,362,en
19,"[80, 18, 9648, 10759]",1412,Arrow,"Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.",210.826,2012-10-10,6.7,5005,en
0,"[18, 10765]",58811,Helix,"Helix is an intense thriller about a team of scientists from the Centers for Disease Control who travel to a high-tech research facility in the Arctic to investigate a possible disease outbreak, only to find themselves pulled into a terrifying life-and-death struggle that holds the key to mankind's salvation...or total annihilation.",21.43,2014-01-10,6.7,322,en
1,"[10759, 10765, 10762, 10751]",2328,Power Rangers,"A team of teenagers with attitude are recruited to save Angel Grove from the evil witch, Rita Repulsa, and later, Lord Zedd, Emperor of all he sees, and their horde of monsters.",25.915,1993-08-28,6.7,478,es
2,[10765],33240,Battlestar Galactica: Blood & Chrome,"The first Cylon war has been raging for 10 years and a young Ensign William Adama joins the fleet. He's disappointed not to be assigned to a fighter but to a freighter. His co-pilot, Lt. Coker Fasjovic, isn't too keen on having a rookie flying his aircraft as he has only a short time before he again becomes a civilian. Their cargo is a civilian scientist, Dr. Becca Kelly, but they no sooner leave than she has new orders for them and a new destination. She is less than forthcoming about just what her secret mission is but Adama is keen, particularly as it involves going into Cylon controlled space. Nothing is as it seems however.",10.346,2012-11-09,6.7,107,en
3,"[10759, 10765, 35]",5885,The Colour of Magic,"As Rincewind involuntarily becomes a guide to the naive tourist Twoflower, they find themselves forced to flee the city of Ankh-Morpork to escape a terrible fire, and begin on a journey across the Disc. Unknown to them, their journey and fate is being decided by the Gods playing a board game the whole time.",14.444,2008-03-23,6.7,119,en
4,[99],104505,Futbolistas por el mundo,,5.005,2020-06-05,6.7,120,en
5,"[80, 18]",67993,Chicago Justice,"The State's Attorney's dedicated team of prosecutors and investigators navigates heated city politics and controversy head-on, while fearlessly pursuing justice.",13.762,2017-03-01,6.7,102,en
6,"[10765, 10759]",41691,Merlin,A retelling of the legend of King Arthur from the perspective of the wizard Merlin. Sam Neill stars in the title role in a story that covers not only the rise and fall of Camelot but also the phase in the legendary history of Britain that precedes it.,18.407,1998-04-26,6.7,193,en
7,"[10765, 9648, 10759]",32754,Terra Nova,"In the year 2149, the world is dying. The planet is overdeveloped and overcrowded, with the majority of plant and animal life extinct. The future of mankind is in jeopardy, and its only hope for survival is in the distant past. An ordinary family goes on an extraordinary journey back in time to prehistoric Earth as a part of a massive expedition to save the human race.",20.814,2011-09-26,6.7,552,en
8,[35],4576,Just Shoot Me!,"Just Shoot Me! is an American television sitcom that aired for seven seasons on NBC from March 4, 1997, to August 16, 2003, with 148 episodes produced. The show was created by Steven Levitan, the show's executive producer.",13.88,1997-03-04,6.7,112,en
9,"[16, 10762, 35]",12925,The Addams Family,The Addams Family is an American animated series based on the eponymous comic strip characters and the second Addams Family Cartoon.,13.429,1992-09-12,6.7,108,en
10,[35],2685,Family Matters,"A long-running dramedy centering on the Winslow family, a middle-class African American family living in Chicago, and their pesky next-door neighbor, ultra-nerd Steve Urkel. A spin-off of Perfect Strangers.",25.124,1989-09-22,6.7,174,en
